date,fx_rate,log_return
2020-11-23,88.3051042939012,0.0011909491993972435
2020-11-24,88.20059568804943,-0.001184195389444261
2020-11-25,88.1761901667566,-0.00027674301161938035
2020-11-26,88.46230562707963,0.0032395623531930235
2020-11-27,88.2011489072978,-0.002956547076527382
2020-11-30,87.88728584719533,-0.003564838235093097
2020-12-01,88.15784911653837,0.003073796755898294
2020-12-02,88.30827978077899,0.0017049243570936934
2020-12-03,88.33843744342536,0.00034144606153183076
2020-12-04,88.59418568933471,0.002890913156618075
2020-12-07,88.55123161713871,-0.00048495833187162725
2020-12-08,88.47226069959495,-0.0008922083927833249
2020-12-09,88.46851117963426,-4.238163902454259e-05
2020-12-10,88.6998585640087,0.0026116119508416274
2020-12-11,88.43365622201341,-0.0030056710919345586
2020-12-14,88.39819628267131,-0.0004010582857685262
2020-12-15,88.3098434145408,-0.0009999870480648734
2020-12-16,88.52308295451249,0.002411764004713899
2020-12-17,87.79368546992887,-0.008273763772052368
2020-12-18,87.61770730318081,-0.0020064628985051844
2020-12-21,87.93211216963824,0.0035819484584152226
2020-12-22,87.90227810792548,-0.0003393427412232559
2020-12-23,87.61479377269741,-0.003275859028829625
2020-12-24,87.72898010752118,0.0013024283490459592
2020-12-25,87.73915186859551,0.00011593855785845823
2020-12-28,87.88223845718836,0.0016294896651044904
2020-12-29,87.50403324754298,-0.0043128323808202616
2020-12-30,87.29681340843992,-0.0023709260010749728
2020-12-31,87.51588723054655,0.002506384673314243
2021-01-01,87.63881876818621,0.0014036911783047892
2021-01-04,87.29291153306235,-0.003954773503551556
2021-01-05,87.05023039022439,-0.002783950052752189
2021-01-06,87.09319703330458,0.0004934627116024917
2021-01-07,87.25592047079985,0.0018666396145094976
2021-01-08,87.31948544502929,0.0007282237346670238
2021-01-11,87.3686705268953,0.0005631186944768705
2021-01-12,87.36223790597053,-7.362888438408667e-05
2021-01-13,87.56407557430072,0.0023076889221197677
2021-01-14,86.97963063791886,-0.006696857003024713
2021-01-15,87.23351244170408,0.0029146134329912448
2021-01-18,87.38989131164264,0.0017910418464014055
2021-01-19,87.35753141401013,-0.0003703619486647361
2021-01-20,87.53914160136955,0.002076771953425363
2021-01-21,87.210292343565,-0.0037636705145853875
2021-01-22,87.42631544469377,0.0024739739742575106
2021-01-25,87.85989488083526,0.0049471127206007146
2021-01-26,87.56829243187914,-0.0033244682281790452
2021-01-27,87.67953399679688,0.0012695344886785014
2021-01-28,87.77699485621594,0.0011109403574767658
2021-01-29,86.96045402237766,-0.00934598487767919
2021-02-01,87.0869760023819,0.0014538795806721746
2021-02-02,87.2527775460206,0.0019020514856819951
2021-02-03,87.28052710664883,0.0003179858528122282
2021-02-04,87.22599847930819,-0.0006249465907622868
2021-02-05,87.56536251802353,0.0038830805275350553
2021-02-08,87.4038940128752,-0.001845679111714351
2021-02-09,87.55007960255571,0.0016711323633344763
2021-02-10,87.70353218395971,0.001751206369513522
2021-02-11,87.96305439664563,0.0029547155955768766
2021-02-12,87.84050075012075,-0.0013942114683002454
2021-02-15,87.57189861629509,-0.003062524026031885
2021-02-16,87.82174013131907,0.002848925260823609
2021-02-17,87.79353687138364,-0.00032119369862657066
2021-02-18,87.77760538511666,-0.0001814818324462483
2021-02-19,87.94772883290389,0.0019362433048622613
