date,fx_rate,log_return
2020-11-23,65.11445885580672,0.00022207757868362933
2020-11-24,64.89807476553938,-0.003328668152760096
2020-11-25,64.86851709391301,-0.0004555513358870653
2020-11-26,64.59366820914836,-0.0042460166580816335
2020-11-27,64.61699798741425,0.0003611122704671498
2020-11-30,64.6605388896765,0.000673603550321626
2020-12-01,64.34785058087732,-0.004847574989559223
2020-12-02,64.1501909737934,-0.0030764634322878615
2020-12-03,63.94454531987431,-0.003210839672955417
2020-12-04,63.97966741479425,0.0005491078670976816
2020-12-07,63.98341220820866,5.852927932820508e-05
2020-12-08,64.48429013999983,0.007797764895443153
2020-12-09,64.4332873068402,-0.0007912471957769345
2020-12-10,64.32163365402245,-0.0017343598205396627
2020-12-11,64.2549392337837,-0.0010374273434497565
2020-12-14,64.53072735265103,0.004282907372367081
2020-12-15,64.83897377566767,0.004765366289809095
2020-12-16,64.62625842270668,-0.0032860643859544073
2020-12-17,64.82492599221882,0.0030693844383521012
2020-12-18,64.67975509393523,-0.002241941493884378
2020-12-21,65.12252943784397,0.006822315383403375
2020-12-22,65.10248230934809,-0.00030788445914133045
2020-12-23,65.1820864711318,0.001222004607834676
2020-12-24,65.7018169828677,0.007941897052208994
2020-12-25,65.76476774983136,0.0009576695386563773
2020-12-28,65.6327970547756,-0.0020087242808019905
2020-12-29,65.32047250278026,-0.004770024379645772
2020-12-30,65.5144229945751,0.00296481505378755
2020-12-31,65.4990173235256,-0.00023517695715957043
2021-01-01,65.45602535075494,-0.0006565913528373299
2021-01-04,65.01490977513942,-0.006761923733768586
2021-01-05,65.03464373053805,0.0003034836340169599
2021-01-06,65.14476538513996,0.0016918448411635631
2021-01-07,65.15106841287115,9.67494900239942e-05
2021-01-08,65.18619340996219,0.000538986279903821
2021-01-11,65.19311723069126,0.00010621042098710463
2021-01-12,64.8868873902656,-0.004708339410628145
2021-01-13,65.02509925496983,0.0021277777427439982
2021-01-14,65.16287474183454,0.002116563213472183
2021-01-15,65.01108179170458,-0.0023321564923075994
2021-01-18,64.49043462173134,-0.008040832101313242
2021-01-19,64.16936052040884,-0.004991066051110054
2021-01-20,64.33917272033587,0.002642817476508508
2021-01-21,64.82635462290699,0.007543564027668652
2021-01-22,65.03038285184932,0.0031423613560380807
2021-01-25,65.35925859206952,0.005044517861860306
2021-01-26,65.46852620365132,0.0016704041447985637
2021-01-27,65.66273951856668,0.0029621228141247426
2021-01-28,65.92405240374167,0.003971724287311495
2021-01-29,65.68700391310388,-0.003602261901176914
2021-02-01,65.45783088986693,-0.0034949642790881117
2021-02-02,65.84565033578785,0.005907239778600567
2021-02-03,65.49049976419575,-0.005408281527763583
2021-02-04,65.22129752626435,-0.0041190255834143655
2021-02-05,65.10640552415155,-0.0017631252479178268
2021-02-08,64.91053554436297,-0.0030129939430454306
2021-02-09,64.70916710922448,-0.003107067722186475
2021-02-10,64.95162346733431,0.003739860595108073
2021-02-11,64.92270340856979,-0.00044535451983766734
2021-02-12,65.13189875551882,0.0032170415177591337
2021-02-15,65.37786665648348,0.0037693454035929988
2021-02-16,65.36848765234849,-0.00014346869097285104
2021-02-17,65.3904550635454,0.0003359986085436257
2021-02-18,65.76953703082121,0.0057804673021016155
2021-02-19,66.02917132836878,0.003939866128105932
2021-02-22,66.08812977774744,0.0008925167680363566
2021-02-23,66.28707342226204,0.0030057562063923807
2021-02-24,65.99651475315554,-0.004392973314165377
2021-02-25,66.36023731865485,0.005496107684603984
2021-02-26,65.85122670993978,-0.00769998467801669
2021-03-01,65.73751379167082,-0.0017283081537370925
2021-03-02,65.83553554229061,0.0014899976743077005
2021-03-03,65.7755587469445,-0.0009114246761929424
2021-03-04,65.95376447387484,0.0027056365475140736
2021-03-05,66.30242495540091,0.005272513758985475
2021-03-08,66.36867405632397,0.0009986968815805086
2021-03-09,66.11220992134398,-0.0038717201704998585
2021-03-10,66.10520635602165,-0.00010594013294259467
2021-03-11,66.31776694142081,0.0032103306951090736
